relative_time,AccX,AccY,AccZ
83255,5.2361192703,,-0.475249052
83321,,-12.0153017044,
83322,1.2413935661,,-2.9580361843
83324,,,
83388,0.0071826051,-12.1649389267,3.6068649292
83404,,,
83454,,-11.2790842056,
83455,-2.4756045341,,2.3630771637
83484,,,
83521,3.3554737568,-10.4123830795,1.1312602758
83564,,,
83587,,-6.9240312576,
83588,-0.6033388376,,1.5789760351
83644,,,
83654,,-6.0716953278,
83655,-2.219424963,,1.0606313944
83721,,-6.8270659447,
83722,-1.2737152576,,-0.4537012279
83724,,,
83788,6.681019783,-11.6896896362,-6.1375360489
83804,,,
83854,,-9.6582098007,
83855,2.5582044125,,-4.6315832138
83884,,,
83921,-4.5118732452,-14.7015953064,
83922,,,-4.0078935623
83964,,,
83988,-7.2412629128,-9.3589344025,1.9692308903
84054,,-10.1454296112,
84055,4.5633482933,,5.0206408501
84064,,,
84121,,-10.7487688065,
84122,-1.4449007511,,-0.2549824715
84144,,,
84188,0.2310404629,-10.862493515,1.6699557304
84224,,,
84255,1.6124948263,-10.8493251801,0.5949591398
84304,,,
84321,,-10.7104616165,
84322,5.9424085617,,0.5554547906
84384,,,
84388,1.5191209316,-9.5480766296,1.173158884
84454,,-5.9064955711,
84455,2.0207061768,,1.9081788063
84464,,,
84521,1.0785878897,-10.2687311172,3.3482911587
84544,,,
84588,1.5047557354,-15.9250326157,2.280477047
84624,,,
84654,,-15.6161804199,
84655,-0.0921767652,,5.2480902672
84704,,,
84721,,-2.6420016289,
84722,-0.4201824069,,3.1783027649
84784,,,
84787,,-4.3227310181,
84788,-4.8781857491,,15.1157922745
84854,,2.1320366859,
84855,3.5553896427,,4.4484267235
84865,,,
84921,,-0.1544260085,
84922,0.4429273009,,4.3969511986
84944,,,
84987,-5.3977279663,-2.8574798107,-3.1794998646
85023,,,
85054,-0.6548141837,-5.1200003624,16.1596641541
85104,,,
85124,2.1320366859,-6.4332199097,10.8241863251
85183,,,
85187,,-7.7871408463,
85188,7.8589673042,,10.4111862183
85254,6.4380083084,-4.0198645592,8.665813446
85263,,,
85321,5.4240641594,4.910507679,13.4613990784
85363,,,
85387,-2.8862102032,1.479616642,5.9615621567
85443,,,
85454,-4.8985366821,5.260061264,3.2872388363
85521,1.2557587624,0.3579331636,15.9645366669
85523,,,
85603,,,
85625,-1.3084312677,-0.4548983276,7.9762830734
85654,-0.6643909812,0.4189853072,9.8700962067
85683,,,
85721,0.6907271743,1.234210968,8.8369989395
85763,,,
85787,1.3359645605,3.2405519485,7.2568254471
85843,,,
85854,1.007958889,3.9851486683,8.7687635422
85921,-1.4030021429,5.4958901405,7.5106105804
85923,,,
85987,-0.8463503122,5.8191070557,9.033323288
86003,,,
86054,0.787692368,4.2114009857,8.9938182831
86084,,,
86120,,4.7656583786,
86121,-0.2477998734,,8.8441810608
86163,,,
86187,0.5949591398,4.9643774033,7.6171526909
86243,,,
86254,-0.2681505978,4.3406877518,8.8872766495
86321,0.1388636976,5.1140146255,8.6861639023
86323,,,
86388,-0.3471592367,4.252102375,9.0824041367
86404,,,
86454,-1.502361536,3.5362358093,8.6717987061
86484,,,
86521,-2.1296424866,3.3351230621,9.2619695663
86564,,,
86587,-0.349553436,4.562151432,
86588,,,7.4938511848
86654,-0.1963245422,4.3454761505,8.3904800415
86664,,,
86721,-0.2873041928,3.7960066795,8.9219923019
86744,,,
86787,-0.0790086538,3.8163576126,8.450334549
86824,,,
86854,-0.2501940727,3.8127663136,8.56046772
86904,,,
86920,,4.0043025017,
86921,-0.3483563364,,8.8800945282
86984,,,
86987,-0.1233013868,4.5082817078,8.1594390869
87054,-0.6619967818,4.4831428528,8.5891990662
87064,,,
87121,-0.5267243981,3.8893806934,8.9638910294
87144,,,
87187,-0.3028665185,4.3466730118,9.033323288
87223,,,
87254,-0.349553436,3.9839515686,
87304,,,
87321,-0.4548983276,4.4759602547,8.2803468704
87384,,,
87387,,4.541800499,
87388,-0.3818751574,,8.225279808
87456,-0.1580173075,3.9085342884,8.9471321106
87463,,,
87521,0.0634463429,4.0629601479,9.5289230347
87543,,,
87587,0.2250549644,4.3478703499,8.8322105408
87624,,,
87654,-0.0275333188,3.6918590069,9.2116909027
87704,,,
87721,-0.4596867263,4.4340615273,8.070854187
87783,,,
87787,-0.412999779,3.676296711,9.1805667877
87854,-0.312443316,3.948038578,8.9519205093
87883,,,
87921,-0.181959331,4.1407718658,8.2264766693
87963,,,
87987,,4.2640733719,
87988,-0.3303998411,,9.0297317505
88043,,,
88069,-0.0323217213,4.2473139763,9.0273370743
88123,,4.2760443687,
88124,-0.1927332431,,8.7400331497
88206,,,
88251,0.5003881454,4.67827034,8.9974098206
88283,,,
88360,,4.4412441254,
88361,0.1508347094,4.5202527046,9.447520256
88364,,,
88387,-0.6141127348,4.541800499,8.0325469971
88443,,,
88493,-0.7996633649,4.1024646759,8.9279785156
88523,,,
88546,-0.9205705523,4.7141833305,7.7452425957
88604,,,
88609,-1.1180921793,4.4304704666,8.852560997
88684,,,
88695,-0.6404489279,4.9344496727,8.0397291183
88721,-0.6045359373,4.4268789291,9.2272529602
88763,,,
88801,-0.4022258818,4.7141833305,7.9104423523
88843,,,
88857,-0.5123591423,4.535815239,8.1929578781
88924,,,
88948,-0.6524199843,4.7201685905,7.928399086
88996,-0.4070142806,4.9188876152,8.0756425858
89003,,,
89059,-0.2813186944,4.7261543274,8.8788967133
89084,,,
89136,-0.8750807047,4.1838674545,8.5269489288
89184,,,
89208,-0.5566518903,4.503493309,8.7017259598
89263,,,
89271,-0.7781155705,5.363011837,7.6315178871
89341,-0.5518634915,4.8470611572,8.7496099472
89344,,,
89411,,4.7070007324,
89412,-0.7673416734,,8.7855234146
89423,,,
89467,-0.08379706,4.8015713692,8.5245552063
89503,,,
89554,-0.7888894677,4.2784385681,7.9439611435
89583,,,
89610,-0.5267243981,4.9835309982,7.2161240578
89664,,,
89691,-0.8104372621,4.6639051437,8.2264766693
89725,-0.0263362192,4.2078094482,10.0137481689
89743,,,
89792,-0.7936778665,4.8566379547,
89793,,,7.9798741341
89823,,,
89866,-1.7405846119,4.6124296188,6.9623384476
89904,,,
89941,,5.4755392075,
89942,-0.8882488012,,8.2540102005
89984,,,
89988,-0.9085995555,5.4192757607,8.2157030106
90064,,,
90066,-1.1240776777,5.5377883911,8.3390045166
90141,,5.2875943184,
90142,-1.4891934395,,7.7344684601
90144,,,
90194,,5.2301335335,
90195,-1.4269442558,,7.6267294884
90224,,,
90271,-1.8076223135,5.2504844666,7.4938511848
90304,,,
90337,-1.7106571198,5.2816090584,8.2959089279
90384,,,
90404,-2.2086510658,5.5964465141,5.2840032578
90465,-1.2461819649,5.3282957077,8.8753061295
